bar_index,bar_open,known_from,open,high,low,close,internal_bias,swing_bias,internal_event,swing_event,region_mask,swing_high,swing_low,bull_ob_upper,bull_ob_lower,bear_ob_upper,bear_ob_lower,bull_fvg_upper,bull_fvg_lower,bear_fvg_upper,bear_fvg_lower,ob_count,fvg_count
680,2026.01.05 11:20,2026.01.05 11:21,103.166545,103.239545,97.826844,97.926844,-1.0,-1.0,-1.0,-2.0,1794.0,113.548908,101.888289,95.175582,94.768992,109.827257,109.546001,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,4.0,1.0
681,2026.01.05 11:21,2026.01.05 11:22,97.926844,98.220634,97.822844,98.144634,-1.0,-1.0,0.0,0.0,8.0,113.548908,101.888289,95.175582,94.768992,109.827257,109.546001,96.6938,95.175582,102.797682,98.220634,4.0,2.0
682,2026.01.05 11:22,2026.01.05 11:23,98.144634,98.378128,98.036634,98.299128,-1.0,-1.0,0.0,0.0,2048.0,113.548908,101.888289,95.175582,94.768992,109.827257,109.546001,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,4.0,1.0
716,2026.01.05 11:56,2026.01.05 11:57,100.659095,100.735095,100.28163,100.38163,-1.0,-1.0,-1.0,0.0,2.0,109.827257,101.888289,95.175582,94.768992,100.977088,100.778756,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,5.0,1.0
721,2026.01.05 12:01,2026.01.05 12:02,100.479411,100.549411,99.967313,100.051313,-1.0,-1.0,0.0,0.0,4.0,109.827257,101.888289,95.175582,94.768992,100.977088,100.778756,99.967313,99.620736,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
722,2026.01.05 12:02,2026.01.05 12:03,100.051313,100.124313,99.588126,99.676126,-1.0,-1.0,0.0,0.0,1024.0,109.827257,101.888289,95.175582,94.768992,100.977088,100.778756,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,5.0,1.0
730,2026.01.05 12:10,2026.01.05 12:11,99.190461,99.291247,99.106461,99.215247,-1.0,-1.0,0.0,0.0,8192.0,109.827257,101.888289,95.175582,94.768992,100.977088,100.778756,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,5.0,1.0
733,2026.01.05 12:13,2026.01.05 12:14,99.07979,99.16479,98.809913,98.905913,-1.0,-1.0,-1.0,0.0,2.0,109.827257,97.822844,95.175582,94.768992,99.294247,99.094732,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.0
738,2026.01.05 12:18,2026.01.05 12:19,97.898532,97.977532,97.647718,97.727718,-1.0,-1.0,0.0,-1.0,2.0,109.827257,97.822844,95.175582,94.768992,99.294247,99.094732,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.0
745,2026.01.05 12:25,2026.01.05 12:26,98.879505,99.39717,98.771505,99.31817,1.0,-1.0,2.0,0.0,513.0,109.827257,97.822844,97.773865,97.56382,100.977088,100.778756,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.0
750,2026.01.05 12:30,2026.01.05 12:31,100.68238,100.917784,100.59038,100.844784,1.0,-1.0,0.0,0.0,32.0,109.827257,97.822844,97.773865,97.56382,100.977088,100.778756,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.0
751,2026.01.05 12:31,2026.01.05 12:32,100.844784,101.021497,100.748784,100.945497,1.0,-1.0,0.0,0.0,512.0,101.544151,97.822844,97.773865,97.56382,101.544151,101.305599,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.0
755,2026.01.05 12:35,2026.01.05 12:36,101.149017,101.374976,101.037017,101.286976,1.0,-1.0,0.0,0.0,32.0,101.544151,97.822844,97.773865,97.56382,101.544151,101.305599,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.0
756,2026.01.05 12:36,2026.01.05 12:37,101.286976,101.571076,101.206976,101.501076,1.0,-1.0,0.0,0.0,512.0,101.544151,97.822844,97.773865,97.56382,109.827257,109.546001,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,5.0,1.0
757,2026.01.05 12:37,2026.01.05 12:38,101.501076,101.874278,101.417076,101.801278,1.0,1.0,0.0,2.0,1.0,101.544151,97.822844,97.773865,97.56382,109.827257,109.546001,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.0
761,2026.01.05 12:41,2026.01.05 12:42,106.625895,107.207864,106.525895,107.122864,1.0,1.0,0.0,0.0,4.0,101.544151,97.822844,97.773865,97.56382,109.827257,109.546001,106.525895,102.714048,1.7976931348623157e+308,1.7976931348623157e+308,6.0,2.0
783,2026.01.05 13:03,2026.01.05 13:04,107.781393,107.869393,107.386259,107.466259,-1.0,1.0,-2.0,0.0,2.0,101.544151,97.822844,97.773865,97.56382,108.21016,108.008739,106.525895,102.714048,1.7976931348623157e+308,1.7976931348623157e+308,7.0,2.0
786,2026.01.05 13:06,2026.01.05 13:07,106.626467,106.702467,106.074256,106.166256,-1.0,1.0,0.0,0.0,64.0,101.544151,97.822844,97.773865,97.56382,108.21016,108.008739,106.525895,102.714048,1.7976931348623157e+308,1.7976931348623157e+308,7.0,2.0
800,2026.01.05 13:20,2026.01.05 13:21,105.095947,105.171947,99.339524,99.451524,-1.0,1.0,-1.0,0.0,1026.0,101.544151,97.56382,97.773865,97.56382,105.289377,105.055553,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
801,2026.01.05 13:21,2026.01.05 13:22,99.451524,99.530524,99.190768,99.270768,-1.0,1.0,0.0,0.0,8.0,101.544151,97.56382,97.773865,97.56382,105.289377,105.055553,96.6938,95.175582,104.987947,99.530524,8.0,2.0
808,2026.01.05 13:28,2026.01.05 13:29,99.144134,99.550433,99.036134,99.471433,-1.0,1.0,0.0,0.0,2048.0,101.544151,97.56382,97.773865,97.56382,105.289377,105.055553,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
827,2026.01.05 13:47,2026.01.05 13:48,104.657171,105.166928,104.545171,105.093928,-1.0,1.0,0.0,0.0,32.0,108.652712,97.56382,97.773865,97.56382,105.289377,105.055553,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
828,2026.01.05 13:48,2026.01.05 13:49,105.093928,105.575243,105.013928,105.499243,1.0,1.0,2.0,0.0,513.0,108.652712,97.56382,98.998393,98.722287,108.21016,108.008739,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
840,2026.01.05 14:00,2026.01.05 14:01,104.77915,106.76102,104.68715,106.69102,1.0,1.0,1.0,0.0,257.0,108.652712,97.56382,98.998393,98.722287,108.21016,108.008739,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
841,2026.01.05 14:01,2026.01.05 14:02,106.69102,106.76402,106.575624,106.671624,1.0,1.0,0.0,0.0,4.0,108.652712,97.56382,98.998393,98.722287,108.21016,108.008739,106.575624,105.027177,1.7976931348623157e+308,1.7976931348623157e+308,8.0,2.0
842,2026.01.05 14:02,2026.01.05 14:03,106.671624,106.781468,106.571624,106.705468,1.0,1.0,0.0,0.0,64.0,108.652712,97.56382,98.998393,98.722287,108.21016,108.008739,106.575624,105.027177,1.7976931348623157e+308,1.7976931348623157e+308,8.0,2.0
852,2026.01.05 14:12,2026.01.05 14:13,105.315689,105.400689,104.765076,104.869076,1.0,1.0,0.0,0.0,1024.0,108.652712,97.56382,98.998393,98.722287,108.21016,108.008739,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
853,2026.01.05 14:13,2026.01.05 14:14,104.869076,104.957076,104.34026,104.44826,-1.0,1.0,-2.0,0.0,2.0,108.652712,97.56382,98.998393,98.722287,106.935544,106.724765,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,9.0,1.0
873,2026.01.05 14:33,2026.01.05 14:34,104.392142,104.745888,104.312142,104.660888,1.0,1.0,2.0,0.0,1.0,108.652712,98.722287,104.312834,104.070468,106.935544,106.724765,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,10.0,1.0
878,2026.01.05 14:38,2026.01.05 14:39,106.546609,107.146547,106.446609,107.067547,1.0,1.0,0.0,0.0,512.0,108.652712,98.722287,104.312834,104.070468,108.21016,108.008739,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,9.0,1.0
880,2026.01.05 14:40,2026.01.05 14:41,107.538019,111.516578,107.430019,111.431578,1.0,1.0,0.0,1.0,513.0,108.652712,98.722287,104.312834,104.070468,1.7976931348623157e+308,1.7976931348623157e+308,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.0
881,2026.01.05 14:41,2026.01.05 14:42,111.431578,111.820974,111.319578,111.732974,1.0,1.0,0.0,0.0,4.0,108.652712,98.722287,104.312834,104.070468,1.7976931348623157e+308,1.7976931348623157e+308,111.319578,107.620019,1.7976931348623157e+308,1.7976931348623157e+308,7.0,2.0
912,2026.01.05 15:12,2026.01.05 15:13,111.490679,111.566679,111.266002,111.358002,1.0,1.0,0.0,0.0,64.0,108.652712,98.722287,104.312834,104.070468,1.7976931348623157e+308,1.7976931348623157e+308,111.319578,107.620019,1.7976931348623157e+308,1.7976931348623157e+308,7.0,2.0
920,2026.01.05 15:20,2026.01.05 15:21,108.577658,108.656658,102.583079,102.671079,-1.0,1.0,-2.0,0.0,1282.0,108.652712,98.722287,98.998393,98.722287,114.755852,114.515812,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.0
921,2026.01.05 15:21,2026.01.05 15:22,102.671079,102.753079,102.264414,102.356414,-1.0,1.0,0.0,0.0,8.0,108.652712,98.722287,98.998393,98.722287,114.755852,114.515812,96.6938,95.175582,108.493658,102.753079,7.0,2.0
928,2026.01.05 15:28,2026.01.05 15:29,102.539782,102.799529,102.455782,102.717529,-1.0,1.0,0.0,0.0,2048.0,108.652712,98.722287,98.998393,98.722287,114.755852,114.515812,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.0
940,2026.01.05 15:40,2026.01.05 15:41,102.828975,103.212834,102.732975,103.136834,1.0,1.0,2.0,0.0,1.0,108.652712,98.722287,102.601898,102.418384,114.755852,114.515812,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
959,2026.01.05 15:59,2026.01.05 16:00,105.84559,106.1033,105.74558999999999,106.0333,1.0,1.0,1.0,0.0,1.0,114.755852,98.722287,105.523863,105.347448,114.755852,114.515812,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,9.0,1.0
961,2026.01.05 16:01,2026.01.05 16:02,108.195558,108.374275,108.087558,108.298275,1.0,1.0,0.0,0.0,4.0,114.755852,98.722287,105.523863,105.347448,114.755852,114.515812,108.087558,106.1033,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
964,2026.01.05 16:04,2026.01.05 16:05,108.218472,108.303472,107.924857,108.008857,1.0,1.0,0.0,0.0,64.0,114.755852,98.722287,105.523863,105.347448,114.755852,114.515812,108.087558,106.1033,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
969,2026.01.05 16:09,2026.01.05 16:10,106.309515,106.388515,105.717925,105.821925,1.0,1.0,0.0,0.0,1024.0,114.755852,98.722287,105.523863,105.347448,114.755852,114.515812,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,9.0,1.0
970,2026.01.05 16:10,2026.01.05 16:11,105.821925,105.903925,105.270515,105.378515,1.0,1.0,0.0,0.0,256.0,114.755852,98.722287,102.601898,102.418384,114.755852,114.515812,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
971,2026.01.05 16:11,2026.01.05 16:12,105.378515,105.463515,104.89292,105.00492,-1.0,1.0,-2.0,0.0,2.0,114.755852,98.722287,102.601898,102.418384,108.394469,108.138472,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,9.0,1.0
983,2026.01.05 16:23,2026.01.05 16:24,102.93924,103.01824,102.421284,102.509284,-1.0,1.0,0.0,0.0,16.0,114.755852,101.958969,102.601898,102.418384,108.394469,108.138472,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,9.0,1.0
984,2026.01.05 16:24,2026.01.05 16:25,102.509284,102.591284,101.979599,102.071599,-1.0,1.0,0.0,0.0,256.0,114.755852,101.958969,98.998393,98.722287,108.394469,108.138472,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,8.0,1.0
985,2026.01.05 16:25,2026.01.05 16:26,102.071599,102.156599,101.566453,101.662453,-1.0,-1.0,0.0,-2.0,2.0,114.755852,101.958969,98.998393,98.722287,108.394469,108.138472,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,9.0,1.0
1001,2026.01.05 16:41,2026.01.05 16:42,105.869459,105.939459,105.721751,105.809751,-1.0,-1.0,0.0,0.0,4.0,114.755852,101.958969,98.998393,98.722287,108.394469,108.138472,105.721751,102.545474,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
1002,2026.01.05 16:42,2026.01.05 16:43,105.809751,105.882751,105.691596,105.783596,-1.0,-1.0,0.0,0.0,64.0,114.755852,101.958969,98.998393,98.722287,108.394469,108.138472,105.721751,102.545474,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
1010,2026.01.05 16:50,2026.01.05 16:51,107.727229,108.227447,107.639229,108.151447,-1.0,-1.0,0.0,0.0,32.0,114.755852,101.958969,98.998393,98.722287,108.394469,108.138472,105.721751,102.545474,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
1011,2026.01.05 16:51,2026.01.05 16:52,108.151447,108.596386,108.059447,108.517386,1.0,-1.0,2.0,0.0,513.0,114.755852,101.958969,100.999405,100.788934,114.755852,114.515812,105.721751,102.545474,1.7976931348623157e+308,1.7976931348623157e+308,8.0,2.0
1031,2026.01.05 17:11,2026.01.05 17:12,107.995923,108.071923,107.530416,107.630416,-1.0,-1.0,-2.0,0.0,2.0,114.755852,101.958969,100.999405,100.788934,108.541443,108.317577,105.721751,102.545474,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
1040,2026.01.05 17:20,2026.01.05 17:21,104.204635,104.286635,98.475253,98.575253,-1.0,-1.0,0.0,0.0,1280.0,114.755852,101.958969,97.773865,97.56382,108.541443,108.317577,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.0
1041,2026.01.05 17:21,2026.01.05 17:22,98.575253,98.660253,98.405658,98.509658,-1.0,-1.0,0.0,0.0,8.0,114.755852,101.958969,97.773865,97.56382,108.541443,108.317577,96.6938,95.175582,104.108635,98.660253,6.0,2.0
1047,2026.01.05 17:27,2026.01.05 17:28,98.098245,98.180245,97.753159,97.845159,-1.0,-1.0,0.0,0.0,16.0,114.755852,101.958969,97.773865,97.56382,108.541443,108.317577,96.6938,95.175582,104.108635,98.660253,6.0,2.0
1048,2026.01.05 17:28,2026.01.05 17:29,97.845159,97.930159,97.434747,97.530747,-1.0,-1.0,0.0,0.0,256.0,114.755852,101.958969,95.175582,94.768992,108.541443,108.317577,96.6938,95.175582,104.108635,98.660253,4.0,2.0
1051,2026.01.05 17:31,2026.01.05 17:32,96.815082,96.888082,96.371906,96.479906,-1.0,-1.0,0.0,0.0,64.0,114.755852,101.958969,95.175582,94.768992,108.541443,108.317577,96.6938,95.175582,104.108635,98.660253,4.0,2.0
1072,2026.01.05 17:52,2026.01.05 17:53,98.494834,98.848634,98.410834,98.775634,-1.0,-1.0,0.0,0.0,2048.0,109.121707,101.958969,95.175582,94.768992,108.541443,108.317577,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,4.0,1.0
1081,2026.01.05 18:01,2026.01.05 18:02,103.002662,103.081662,102.908011,102.992011,-1.0,-1.0,0.0,0.0,4.0,109.121707,101.958969,95.175582,94.768992,108.541443,108.317577,102.908011,101.067642,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
1082,2026.01.05 18:02,2026.01.05 18:03,102.992011,103.074011,102.803963,102.891963,-1.0,-1.0,0.0,0.0,64.0,109.121707,101.958969,95.175582,94.768992,108.541443,108.317577,102.908011,101.067642,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
1097,2026.01.05 18:17,2026.01.05 18:18,102.260024,102.345024,101.847552,101.959552,-1.0,-1.0,-1.0,0.0,2.0,109.121707,101.958969,95.175582,94.768992,102.639597,102.458861,102.908011,101.067642,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
1099,2026.01.05 18:19,2026.01.05 18:20,101.575915,101.645915,101.052514,101.136514,-1.0,-1.0,0.0,0.0,1024.0,109.121707,101.958969,95.175582,94.768992,102.639597,102.458861,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,5.0,1.0
1116,2026.01.05 18:36,2026.01.05 18:37,99.237994,99.316994,98.969763,99.049763,-1.0,-1.0,-1.0,0.0,2.0,109.121707,95.864189,95.175582,94.768992,99.723315,99.527308,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.0
1120,2026.01.05 18:40,2026.01.05 18:41,98.753468,102.408403,98.657468,102.338403,1.0,-1.0,2.0,0.0,769.0,109.121707,95.864189,95.175582,94.768992,102.639597,102.458861,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,5.0,1.0
1121,2026.01.05 18:41,2026.01.05 18:42,102.338403,102.611853,102.238403,102.538853,1.0,-1.0,0.0,0.0,36.0,109.121707,95.864189,95.175582,94.768992,102.639597,102.458861,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
1122,2026.01.05 18:42,2026.01.05 18:43,102.538853,102.925877,102.434853,102.849877,1.0,-1.0,0.0,0.0,512.0,109.121707,95.864189,95.175582,94.768992,108.541443,108.317577,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
1141,2026.01.05 19:01,2026.01.05 19:02,108.024313,108.532692,107.916313,108.462692,1.0,-1.0,0.0,0.0,32.0,109.121707,95.864189,95.175582,94.768992,108.541443,108.317577,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
1142,2026.01.05 19:02,2026.01.05 19:03,108.462692,108.948444,108.350692,108.875444,1.0,-1.0,0.0,0.0,512.0,109.121707,95.864189,95.175582,94.768992,114.755852,114.515812,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,3.0,2.0
1143,2026.01.05 19:03,2026.01.05 19:04,108.875444,109.303182,108.795444,109.227182,1.0,1.0,0.0,2.0,1.0,109.121707,95.864189,96.083886,95.864189,114.755852,114.515812,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
1161,2026.01.05 19:21,2026.01.05 19:22,102.754065,102.842065,102.56025700000001,102.640257,1.0,1.0,0.0,0.0,8.0,109.121707,95.864189,96.083886,95.864189,114.755852,114.515812,102.238403,98.863577,108.146884,102.842065,4.0,3.0
1163,2026.01.05 19:23,2026.01.05 19:24,102.432228,102.505228,102.043729,102.131729,1.0,1.0,0.0,0.0,64.0,109.121707,95.864189,96.083886,95.864189,114.755852,114.515812,102.238403,98.863577,108.146884,102.842065,4.0,3.0
1188,2026.01.05 19:48,2026.01.05 19:49,100.547941,100.990534,100.467941,100.905534,1.0,1.0,1.0,0.0,1.0,109.121707,95.864189,100.231665,100.011166,114.755852,114.515812,102.238403,98.863577,108.146884,102.842065,5.0,3.0
1192,2026.01.05 19:52,2026.01.05 19:53,102.398352,103.000312,102.302352,102.924312,1.0,1.0,0.0,0.0,2048.0,109.121707,95.864189,100.231665,100.011166,114.755852,114.515812,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
1201,2026.01.05 20:01,2026.01.05 20:02,106.61575500000001,106.752451,106.519755,106.670451,1.0,1.0,0.0,0.0,4.0,109.758117,95.864189,100.231665,100.011166,114.755852,114.515812,106.519755,104.663897,1.7976931348623157e+308,1.7976931348623157e+308,5.0,3.0
1228,2026.01.05 20:28,2026.01.05 20:29,106.781983,106.860983,106.496576,106.592576,1.0,1.0,0.0,0.0,64.0,109.758117,99.447995,100.231665,100.011166,114.755852,114.515812,106.519755,104.663897,1.7976931348623157e+308,1.7976931348623157e+308,5.0,3.0
1234,2026.01.05 20:34,2026.01.05 20:35,104.78194,104.85794,104.369147,104.453147,1.0,1.0,0.0,0.0,1024.0,109.758117,99.447995,100.231665,100.011166,114.755852,114.515812,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
1241,2026.01.05 20:41,2026.01.05 20:42,108.085936,108.438507,107.973936,108.362507,1.0,1.0,0.0,0.0,4.0,109.758117,99.447995,100.231665,100.011166,114.755852,114.515812,107.973936,104.408839,1.7976931348623157e+308,1.7976931348623157e+308,5.0,3.0
1246,2026.01.05 20:46,2026.01.05 20:47,109.160282,109.276541,109.064282,109.206541,1.0,1.0,1.0,0.0,1.0,109.758117,99.447995,104.242958,103.962402,114.755852,114.515812,107.973936,104.408839,1.7976931348623157e+308,1.7976931348623157e+308,6.0,3.0
1254,2026.01.05 20:54,2026.01.05 20:55,109.721615,110.177596,109.629615,110.104596,1.0,1.0,0.0,1.0,1.0,109.758117,99.447995,104.242958,103.962402,114.755852,114.515812,107.973936,104.408839,1.7976931348623157e+308,1.7976931348623157e+308,7.0,3.0
1273,2026.01.05 21:13,2026.01.05 21:14,113.378497,113.655031,113.282497,113.567031,1.0,1.0,1.0,0.0,1.0,109.758117,99.447995,113.130744,112.886327,114.755852,114.515812,107.973936,104.408839,1.7976931348623157e+308,1.7976931348623157e+308,8.0,3.0
1280,2026.01.05 21:20,2026.01.05 21:21,113.310016,113.398016,107.324704,107.412704,-1.0,1.0,-2.0,0.0,322.0,109.758117,99.447995,104.242958,103.962402,113.95891,113.691983,107.973936,104.408839,1.7976931348623157e+308,1.7976931348623157e+308,8.0,3.0
1281,2026.01.05 21:21,2026.01.05 21:22,107.412704,107.482704,106.856437,106.948437,-1.0,1.0,0.0,0.0,8.0,109.758117,99.447995,104.242958,103.962402,113.95891,113.691983,107.973936,104.408839,113.226016,107.482704,8.0,4.0
1288,2026.01.05 21:28,2026.01.05 21:29,104.601545,104.671545,104.377206,104.461206,-1.0,1.0,0.0,0.0,1024.0,109.758117,99.447995,104.242958,103.962402,113.95891,113.691983,102.238403,98.863577,113.226016,107.482704,8.0,3.0
1290,2026.01.05 21:30,2026.01.05 21:31,104.376738,104.452738,104.227324,104.319324,-1.0,1.0,0.0,0.0,16.0,109.758117,99.447995,104.242958,103.962402,113.95891,113.691983,102.238403,98.863577,113.226016,107.482704,8.0,3.0
1293,2026.01.05 21:33,2026.01.05 21:34,104.157677,104.242677,103.893758,103.997758,-1.0,1.0,0.0,0.0,256.0,109.758117,99.447995,100.231665,100.011166,113.95891,113.691983,102.238403,98.863577,113.226016,107.482704,7.0,3.0
1319,2026.01.05 21:59,2026.01.05 22:00,102.478712,102.758126,102.378712,102.679126,1.0,1.0,2.0,0.0,1.0,109.758117,99.447995,102.445088,102.255072,113.95891,113.691983,102.238403,98.863577,113.226016,107.482704,8.0,3.0
1321,2026.01.05 22:01,2026.01.05 22:02,104.972638,105.430434,104.864638,105.345434,1.0,1.0,0.0,0.0,4.0,109.758117,99.447995,102.445088,102.255072,113.95891,113.691983,104.864638,102.758126,113.226016,107.482704,8.0,4.0
1327,2026.01.05 22:07,2026.01.05 22:08,107.321474,107.594782,107.225474,107.512782,1.0,1.0,0.0,0.0,2048.0,113.95891,99.447995,102.445088,102.255072,113.95891,113.691983,104.864638,102.758126,1.7976931348623157e+308,1.7976931348623157e+308,8.0,3.0
1345,2026.01.05 22:25,2026.01.05 22:26,106.607513,106.680513,106.161941,106.257941,-1.0,1.0,-2.0,0.0,2.0,113.95891,99.447995,102.445088,102.255072,107.100716,106.89845,104.864638,102.758126,1.7976931348623157e+308,1.7976931348623157e+308,9.0,3.0
1348,2026.01.05 22:28,2026.01.05 22:29,105.31144,105.39344,104.667886,104.775886,-1.0,1.0,0.0,0.0,64.0,113.95891,99.447995,102.445088,102.255072,107.100716,106.89845,104.864638,102.758126,1.7976931348623157e+308,1.7976931348623157e+308,9.0,3.0
1353,2026.01.05 22:33,2026.01.05 22:34,103.024559,103.100559,102.703512,102.795512,-1.0,1.0,0.0,0.0,1024.0,113.95891,99.447995,102.445088,102.255072,107.100716,106.89845,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
1356,2026.01.05 22:36,2026.01.05 22:37,102.579797,102.664797,102.441502,102.545502,-1.0,1.0,0.0,0.0,16.0,113.95891,100.847551,102.445088,102.255072,107.100716,106.89845,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,9.0,2.0
1361,2026.01.05 22:41,2026.01.05 22:42,105.694853,105.773853,105.364825,105.452825,-1.0,1.0,0.0,0.0,4.0,113.95891,100.847551,102.445088,102.255072,107.100716,106.89845,105.364825,102.53996,1.7976931348623157e+308,1.7976931348623157e+308,9.0,3.0
1362,2026.01.05 22:42,2026.01.05 22:43,105.452825,105.534825,105.054976,105.146976,-1.0,1.0,0.0,0.0,64.0,113.95891,100.847551,102.445088,102.255072,107.100716,106.89845,105.364825,102.53996,1.7976931348623157e+308,1.7976931348623157e+308,9.0,3.0
1379,2026.01.05 22:59,2026.01.05 23:00,105.754999,105.853125,105.666999,105.783125,1.0,1.0,2.0,0.0,1.0,107.681642,100.847551,103.628446,103.434544,107.100716,106.89845,105.364825,102.53996,1.7976931348623157e+308,1.7976931348623157e+308,10.0,3.0
1388,2026.01.05 23:08,2026.01.05 23:09,106.630041,107.097479,106.542041,107.021479,1.0,1.0,0.0,0.0,32.0,107.681642,100.847551,103.628446,103.434544,107.100716,106.89845,105.364825,102.53996,1.7976931348623157e+308,1.7976931348623157e+308,10.0,3.0
1389,2026.01.05 23:09,2026.01.05 23:10,107.021479,107.509486,106.929479,107.430486,1.0,1.0,0.0,0.0,512.0,107.681642,100.847551,103.628446,103.434544,113.95891,113.691983,105.364825,102.53996,1.7976931348623157e+308,1.7976931348623157e+308,9.0,3.0
1390,2026.01.05 23:10,2026.01.05 23:11,107.430486,107.902355,107.334486,107.820355,1.0,1.0,0.0,1.0,1.0,107.681642,100.847551,103.628446,103.434544,113.95891,113.691983,105.364825,102.53996,1.7976931348623157e+308,1.7976931348623157e+308,10.0,3.0
1400,2026.01.05 23:20,2026.01.05 23:21,107.518066,107.588066,101.67818,101.77818,-1.0,1.0,-2.0,0.0,1282.0,107.681642,100.847551,100.231665,100.011166,108.647831,108.407489,102.238403,98.863577,1.7976931348623157e+308,1.7976931348623157e+308,8.0,2.0
1401,2026.01.05 23:21,2026.01.05 23:22,101.77818,101.85118,101.490216,101.594216,-1.0,1.0,0.0,0.0,8.0,107.681642,100.847551,100.231665,100.011166,108.647831,108.407489,102.238403,98.863577,107.422066,101.85118,8.0,3.0
1411,2026.01.05 23:31,2026.01.05 23:32,100.936103,101.018103,100.452711,100.560711,-1.0,-1.0,0.0,-2.0,2.0,107.681642,100.847551,100.231665,100.011166,108.647831,108.407489,102.238403,98.863577,107.422066,101.85118,9.0,3.0
1412,2026.01.05 23:32,2026.01.05 23:33,100.560711,100.645711,99.986734,100.098734,-1.0,-1.0,0.0,0.0,256.0,107.681642,100.847551,99.646271,99.447995,108.647831,108.407489,102.238403,98.863577,107.422066,101.85118,8.0,3.0
1413,2026.01.05 23:33,2026.01.05 23:34,100.098734,100.186734,99.496024,99.576024,-1.0,-1.0,0.0,0.0,16.0,107.681642,100.847551,99.646271,99.447995,108.647831,108.407489,102.238403,98.863577,107.422066,101.85118,8.0,3.0
