bar,time,open,high,low,close,support_upper,support_lower,resistance_upper,resistance_lower,support_reactions,resistance_reactions,event_mask,bull_rejection,bear_rejection,ATR,zone_count,support_quality,resistance_quality,arrival_mask
83,2026.03.02 01:23,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.7976931348623157e+308,256.0,1.7976931348623157e+308,1.7976931348623157e+308,8.84408993381072,1.0,0.0,1.7976931348623157e+308,0.0
84,2026.03.02 01:24,108.0,110.0,97.0,98.0,1.7976931348623157e+308,1.7976931348623157e+308,100.80357142857143,99.19642857142857,1.7976931348623157e+308,6.0,8.0,1.7976931348623157e+308,1.7976931348623157e+308,9.14094065282424,1.0,1.7976931348623157e+308,0.0,0.0
85,2026.03.02 01:25,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.7976931348623157e+308,256.0,1.7976931348623157e+308,1.7976931348623157e+308,9.345159177622508,1.0,0.0,1.7976931348623157e+308,0.0
86,2026.03.02 01:26,108.0,110.0,98.9,100.3,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,6.0,1.7976931348623157e+308,272.0,1.7976931348623157e+308,1.7976931348623157e+308,9.470504950649472,1.0,0.0,1.7976931348623157e+308,0.0
87,2026.03.02 01:27,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,64.0,1.7976931348623157e+308,1.7976931348623157e+308,9.48689745417451,1.0,0.0,1.7976931348623157e+308,0.0
88,2026.03.02 01:28,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,9.16640477887633,1.0,0.0,1.7976931348623157e+308,0.0
89,2026.03.02 01:29,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,8.868804437528022,1.0,0.0,1.7976931348623157e+308,0.0
90,2026.03.02 01:30,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,8.592461263418878,1.0,0.0,1.7976931348623157e+308,0.0
91,2026.03.02 01:31,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,8.335856887460386,1.0,0.0,1.7976931348623157e+308,0.0
92,2026.03.02 01:32,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,8.09758139549893,1.0,0.0,1.7976931348623157e+308,0.0
93,2026.03.02 01:33,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,7.87632558153472,1.0,0.0,1.7976931348623157e+308,0.0
94,2026.03.02 01:34,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,7.6708737542822405,1.0,0.0,1.7976931348623157e+308,0.0
95,2026.03.02 01:35,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,7.480097057547795,1.0,0.0,1.7976931348623157e+308,0.0
96,2026.03.02 01:36,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,7.302947267722952,1.0,0.0,1.7976931348623157e+308,0.0
97,2026.03.02 01:37,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,7.13845103431417,1.0,0.0,1.7976931348623157e+308,0.0
98,2026.03.02 01:38,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.985704531863158,1.0,0.0,1.7976931348623157e+308,0.0
99,2026.03.02 01:39,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.843868493872932,1.0,0.0,1.7976931348623157e+308,0.0
100,2026.03.02 01:40,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.712163601453438,1.0,0.0,1.7976931348623157e+308,0.0
101,2026.03.02 01:41,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.589866201349621,1.0,0.0,1.7976931348623157e+308,0.0
102,2026.03.02 01:42,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.476304329824648,1.0,1.0,1.7976931348623157e+308,0.0
103,2026.03.02 01:43,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.37085402055146,1.0,1.0,1.7976931348623157e+308,0.0
104,2026.03.02 01:44,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.272935876226356,1.0,1.0,1.7976931348623157e+308,0.0
105,2026.03.02 01:45,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.182011885067331,1.0,1.0,1.7976931348623157e+308,0.0
106,2026.03.02 01:46,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.097582464705378,1.0,1.0,1.7976931348623157e+308,0.0
107,2026.03.02 01:47,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,6.019183717226423,1.0,1.0,1.7976931348623157e+308,0.0
108,2026.03.02 01:48,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.946384880281679,1.0,1.0,1.7976931348623157e+308,0.0
109,2026.03.02 01:49,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.878785960261559,1.0,1.0,1.7976931348623157e+308,0.0
110,2026.03.02 01:50,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.81601553452859,1.0,1.0,1.7976931348623157e+308,0.0
111,2026.03.02 01:51,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.757728710633692,1.0,1.0,1.7976931348623157e+308,0.0
112,2026.03.02 01:52,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.703605231302714,1.0,1.0,1.7976931348623157e+308,0.0
113,2026.03.02 01:53,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.653347714781092,1.0,1.0,1.7976931348623157e+308,0.0
114,2026.03.02 01:54,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.606680020868157,1.0,1.0,1.7976931348623157e+308,0.0
115,2026.03.02 01:55,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.563345733663288,1.0,1.0,1.7976931348623157e+308,0.0
116,2026.03.02 01:56,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.523106752687339,1.0,1.0,1.7976931348623157e+308,0.0
117,2026.03.02 01:57,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.485741984638244,1.0,1.0,1.7976931348623157e+308,0.0
118,2026.03.02 01:58,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.4510461285926555,1.0,1.0,1.7976931348623157e+308,0.0
119,2026.03.02 01:59,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.418828547978895,1.0,1.0,1.7976931348623157e+308,0.0
120,2026.03.02 02:00,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.388912223123259,1.0,1.0,1.7976931348623157e+308,0.0
121,2026.03.02 02:01,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.361132778614454,1.0,1.0,1.7976931348623157e+308,0.0
122,2026.03.02 02:02,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.335337580141994,1.0,1.0,1.7976931348623157e+308,0.0
123,2026.03.02 02:03,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.311384895846137,1.0,1.0,1.7976931348623157e+308,0.0
124,2026.03.02 02:04,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.289143117571413,1.0,1.0,1.7976931348623157e+308,0.0
125,2026.03.02 02:05,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.268490037744884,1.0,1.0,1.7976931348623157e+308,0.0
126,2026.03.02 02:06,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.2493121779059635,1.0,1.0,1.7976931348623157e+308,0.0
127,2026.03.02 02:07,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.231504165198395,1.0,1.0,1.7976931348623157e+308,0.0
128,2026.03.02 02:08,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.21496815339851,1.0,1.0,1.7976931348623157e+308,0.0
129,2026.03.02 02:09,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.199613285298616,1.0,1.0,1.7976931348623157e+308,0.0
130,2026.03.02 02:10,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.1853551934915725,1.0,1.0,1.7976931348623157e+308,0.0
131,2026.03.02 02:11,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.172115536813602,1.0,1.0,1.7976931348623157e+308,0.0
132,2026.03.02 02:12,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.159821569898345,1.0,1.0,1.7976931348623157e+308,0.0
133,2026.03.02 02:13,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.148405743477035,1.0,1.0,1.7976931348623157e+308,0.0
134,2026.03.02 02:14,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.137805333228676,1.0,1.0,1.7976931348623157e+308,0.0
135,2026.03.02 02:15,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.127962095140914,1.0,1.0,1.7976931348623157e+308,0.0
136,2026.03.02 02:16,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.1188219454879915,1.0,1.0,1.7976931348623157e+308,0.0
137,2026.03.02 02:17,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.110334663667421,1.0,1.0,1.7976931348623157e+308,0.0
138,2026.03.02 02:18,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.102453616262606,1.0,1.0,1.7976931348623157e+308,0.0
139,2026.03.02 02:19,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.095135500815276,1.0,1.0,1.7976931348623157e+308,0.0
140,2026.03.02 02:20,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.0883401078999,1.0,1.0,1.7976931348623157e+308,0.0
141,2026.03.02 02:21,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.082030100192765,1.0,1.0,1.7976931348623157e+308,0.0
142,2026.03.02 02:22,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.076170807321853,1.0,1.0,1.7976931348623157e+308,0.0
143,2026.03.02 02:23,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.070730035370292,1.0,1.0,1.7976931348623157e+308,0.0
144,2026.03.02 02:24,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.065677889986699,1.0,1.0,1.7976931348623157e+308,0.0
145,2026.03.02 02:25,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.060986612130507,1.0,1.0,1.7976931348623157e+308,0.0
146,2026.03.02 02:26,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.0566304255497565,1.0,1.0,1.7976931348623157e+308,0.0
147,2026.03.02 02:27,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.052585395153345,1.0,1.0,1.7976931348623157e+308,0.0
148,2026.03.02 02:28,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.0488292954995355,1.0,1.0,1.7976931348623157e+308,0.0
149,2026.03.02 02:29,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.04534148867814,1.0,1.0,1.7976931348623157e+308,0.0
150,2026.03.02 02:30,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.042102810915416,1.0,1.0,1.7976931348623157e+308,0.0
151,2026.03.02 02:31,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.0390954672786,1.0,1.0,1.7976931348623157e+308,0.0
152,2026.03.02 02:32,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.036302933901558,1.0,1.0,1.7976931348623157e+308,0.0
153,2026.03.02 02:33,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.033709867194304,1.0,1.0,1.7976931348623157e+308,0.0
154,2026.03.02 02:34,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.031302019537568,1.0,1.0,1.7976931348623157e+308,0.0
155,2026.03.02 02:35,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.029066160999171,1.0,1.0,1.7976931348623157e+308,0.0
156,2026.03.02 02:36,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.026990006642087,1.0,1.0,1.7976931348623157e+308,0.0
157,2026.03.02 02:37,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.025062149024795,1.0,1.0,1.7976931348623157e+308,0.0
158,2026.03.02 02:38,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.023271995523024,1.0,1.0,1.7976931348623157e+308,0.0
159,2026.03.02 02:39,108.0,110.0,105.0,108.0,100.80357142857143,99.19642857142857,1.7976931348623157e+308,1.7976931348623157e+308,7.0,1.7976931348623157e+308,0.0,1.7976931348623157e+308,1.7976931348623157e+308,5.023271995523024,1.0,1.0,1.7976931348623157e+308,0.0
